id,content_type,instagram_type,product_type,url,shortcode,timestamp,date,day_of_week,hour_utc,caption,caption_length,hashtag_count,hashtags,mention_count,mentions,likes,likes_missing,comments,views,views_missing,owner_username,pillar,engagement_score
3532370526072774560,reel,Video,clips,https://www.instagram.com/p/DEFgEc1oJ-g/,DEFgEc1oJ-g,2024-12-27T15:49:56.000Z,2024-12-27,Friday,15,Who needs 5 golden rings when you can have Sautéed Prawns with a side of Potato Lyonnaise instead? 🎶🍤 Day 5 of Foodmas is a whole vibe with @treehousegh Available for delivery on the Menufinder Africa app. #12daysofchristmas #foodmas #prawns #tistheseason #holidays #dettydecember #christmasingh #trendingreels #explore,321,9,12daysofchristmas foodmas prawns tistheseason holidays dettydecember christmasingh trendingreels explore,1,treehousegh,31,false,0,3208,false,menufinderafrica,food,63.08
3532358606532095000,reel,Video,clips,https://www.instagram.com/p/DEFdW_5o6wY/,DEFdW_5o6wY,2024-12-27T14:35:31.000Z,2024-12-27,Friday,14,Afropark Recap @treehousegh,27,0,,1,treehousegh,160,false,16,4997,false,itz._newdawn,general brand/content,289.97
3533837032816223262,reel,Video,clips,https://www.instagram.com/p/DEKtg7rIaQe/,DEKtg7rIaQe,2024-12-29T15:46:59.000Z,2024-12-29,Sunday,15,@femmefataleselection are ready and energized for @djasporaglobal_ 🚀🌍🎶🎶 Accra and the Diaspora!!! Where y’all at?? We making history on Jan 1 at @treehousegh ⚡️ 12 hours of back to back music from your fav DJ’s across the globe! There’s no better way to start your year than with us💯 Get tickets via djasporaglobal.com (link in bio) Lead sponsors @airfordable @kglfoundation Powered by: @sorted.chale @alleybargh @treehousegh @diaspora_cdmx @afropolitannation @pulseghana @barndoorbeergarden @afropass.io,509,0,,12,femmefataleselection djasporaglobal_ treehousegh airfordable kglfoundation sorted.chale alleybargh diaspora_cdmx afropolitannation pulseghana barndoorbeergarden afropass.io,37,false,1,4882,false,djasporaglobal_,cocktails/drinks,90.82
3561121706086044402,reel,Video,clips,https://www.instagram.com/p/DFrpVL1MRLy/,DFrpVL1MRLy,2025-02-05T07:00:39.000Z,2025-02-05,Wednesday,7,"Love is sweet; a GHC200 discount is even sweeter! 💕 This Valentine's day, enjoy a romantic moment at @treehousegh and save when you tap to pay with your First National Bank Visa card. Love, dine, and save! Celebrate the joy of effortless payment. #TapIntoLove",260,1,tapintolove,1,treehousegh,57,false,2,2346,false,firstnationalbankgh,date night/romance,90.46
3566437280527392076,reel,Video,clips,https://www.instagram.com/p/DF-h8-Ti51M/,DF-h8-Ti51M,2025-02-12T15:04:50.000Z,2025-02-12,Wednesday,15,"Enjoy the rhythm of love with amazing meals, refreshing drinks and music from top DJs on Valentine’s Day this Friday, from 6pm! Call or WhatsApp us to reserve your table for a sweet and cozy night ❤️ #valentinesday #valentinesdinner #treehouserestaurant",253,3,valentinesday valentinesdinner treehouserestaurant,0,,182,false,1,21475,false,treehousegh,food,401.75
3544652891300644476,reel,Video,clips,https://www.instagram.com/p/DExIwY2CUZ8/,DExIwY2CUZ8,2025-01-13T13:41:26.000Z,2025-01-13,Monday,13,Come through and enjoy live music with us this and every Tuesday at #Treehouse Restaurant! #livemusic #liveband #musiclover #reels #explore #dinnertime,151,7,treehouse livemusic liveband musiclover reels explore dinnertime,0,,45,false,0,2058,false,treehousegh,date night/romance,65.58
3542527524245621218,reel,Video,clips,https://www.instagram.com/p/DEplgOhtEni/,DEplgOhtEni,2025-01-10T15:22:14.000Z,2025-01-10,Friday,15,"Global music sensation @temsbaby is live at The Creative Reset at @treehousegh, and she’s already scored some amazing goodies from @clapes_! Don’t miss out on the excitement! Join us at The Creative Reset for a day of innovation, creativity, and inspiration! #TheCreativeReset #TEMs #TreehouseGh #Clapes",303,4,thecreativereset tems treehousegh clapes,5,"temsbaby treehousegh, clapes_! treehousegh clapes_",0,true,4,10373,false,wearealtworld,food,123.73
3542462977841381837,reel,Video,clips,https://www.instagram.com/p/DEpW09ANUHN/,DEpW09ANUHN,2025-01-10T13:14:46.000Z,2025-01-10,Friday,13,"RESET MODE ACTIVATED! We’re LIVE at @treehousegh with the incredible sustainable upcycle brand @alpha.costume! Join us for an unforgettable experience of creativity, innovation, and eco-friendly fashion! Head to the STYLE ZONE section, where @alpha.costume will be sharing their expertise on upcycling and sustainable fashion! Let’s RESET, REIMAGINE, and RECREATE together! #TheReset #Sustainability #UpcycleFashion #TreehouseGh #AlphaCostume #Stylezone #Wearealtworld #Kantamantoupcyclers",489,8,thereset sustainability upcyclefashion treehousegh alphacostume stylezone wearealtworld kantamantoupcyclers,3,treehousegh alpha.costume! alpha.costume,0,true,10,6510,false,wearealtworld,food,115.1
3514272459174484617,reel,Video,clips,https://www.instagram.com/p/DDFNC6lCJqJ/,DDFNC6lCJqJ,2024-12-02T15:39:49.000Z,2024-12-02,Monday,15,Come through and enjoy live music with us this and every Tuesday at #Treehouse Restaurant! #livemusic #liveband #musiclover #reels #explore #dinnertime,151,7,treehouse livemusic liveband musiclover reels explore dinnertime,0,,106,false,1,3873,false,treehousegh,date night/romance,149.73
3523006878641107379,reel,Video,clips,https://www.instagram.com/p/DDkPBcmqTGz/,DDkPBcmqTGz,2024-12-14T17:00:43.000Z,2024-12-14,Saturday,17,"GET READY FOR THE ULTIMATE FASHION EXPERIENCE! Mark your calendars for January 4th, 2025, as the @treehousegh transforms into a vibrant hub of African heritage, vintage glamour, and sustainable style! Join us for the MAIDEN EDITION of the @vintageupghanafestival (VUG), featuring: 30+ global and local vintage vendors showcasing rare treasures. * Electrifying fashion shows that blend tradition with modern flair! The ultimate Drip Contest: come dressed to impress! dj Soul-stirring music to keep you grooving all day! * Live Upcycling Workshops: witness creativity in action with Africa’s most innovative designers! Get hands-on experience and learn from the masters as they transform discarded materials into stunning, eco-friendly pieces. Don’t miss this opportunity to network, learn, and be inspired! It’s free!!! Just get your Drip on #VintageUpGhana #VUGFest2025 #SustainableFashion #AfricanHeritage #FashionFestival #TreeHouseAccra #UpcyclingWorkshops #EcoFriendlyFashion Are you coming?",995,8,vintageupghana vugfest2025 sustainablefashion africanheritage fashionfestival treehouseaccra upcyclingworkshops ecofriendlyfashion,2,treehousegh vintageupghanafestival,0,true,15,21067,false,vintageupghanafestival,food,285.67
3525258135988306418,reel,Video,clips,https://www.instagram.com/p/DDsO5jZI4Hy/,DDsO5jZI4Hy,2024-12-17T19:36:35.000Z,2024-12-17,Tuesday,19,"If you’re not getting turnt with us at @djasporaglobal_ you’re missing out💁🏽‍♀️💃🏽 We’re starting the year with the best music and best vibes from around the world! 🌍🔥 Imagine your playlist come to life… that’s DJASPORA GLOBAL FESTIVAL 💥🎧🎶 🗓️Jan 1, 2025 ⏱️3pm 📍Treehouse Restaurant, Nyaniba 🎫 http://djasporaglobal.com (link in bio🔗) Lead Sponsors @airfordable @kglfoundation Powered by: @sorted.chale @alleybargh @treehousegh @diaspora_cdmx @afropolitannation @pulseghana @barndoorbeergarden @afropass.io",517,0,,11,djasporaglobal_ airfordable kglfoundation sorted.chale alleybargh treehousegh diaspora_cdmx afropolitannation pulseghana barndoorbeergarden afropass.io,0,true,1,3434,false,djasporaglobal_,cocktails/drinks,39.34
3892503865067813196,reel,Video,clips,https://www.instagram.com/p/DYE86RUM7lM/,DYE86RUM7lM,2026-05-08T12:24:32.000Z,2026-05-08,Friday,12,"Everyone at the Accra mixer made sure to show up and show out 💫🇬🇭 From industry leaders, cultural tastemakers, and the next generation of African creatives, we gathered on the Gold Coast for a night that reminded us exactly why this city is like no other. 📌 As the sun went down we made our way to @treehousegh for spectacular live performances from @lasmidofficial1 @veolagram , @siicie_ and @iamjubed_ presented by the family at @audiomack while cocktails circled the room courtesy of @hennessy as they kept the energy flowing. Accra displayed the kind of honest, electric conversation between people who are genuinely building something together. New connections were made, ideas were exchanged, and the night carried on the way only Accra knows how. 🍸🌴 🎥 | @iamjunie07",779,0,,8,treehousegh lasmidofficial1 veolagram siicie_ iamjubed_ audiomack hennessy iamjunie07,81,false,1,1770,false,africahousemembersclub,food,103.7
3697537384195333410,reel,Video,clips,https://www.instagram.com/p/DNQSqkYsJ0i/,DNQSqkYsJ0i,2025-08-12T12:14:07.000Z,2025-08-12,Tuesday,12,"SOUL FRIDAY is Where Taste Meets Tempo. Every Friday we're serving up classic Soul and R&B hits with @templegramme and delicious food. Whether you’re vibing at the bar or grooving at your table, this is your Friday reset. #treehouserestaurant #reels #soulfriday #soulmusic #rnb #explore #dinner #goodfood",304,8,treehouserestaurant reels soulfriday soulmusic rnb explore dinner goodfood,1,templegramme,209,false,6,19030,false,treehousegh,food,429.3
