username,full_name,category,biography,followers_count,follows_count,instagram_posts_count,scraped_posts,scraped_reels,scraped_mentions,scraped_comments,data_note
treehousegh,Treehouse Gh,,Al fresco dining in the heart of Accra! Open daily from noon - 11pm!,27386,98,495,135,84,21,106,"Public Instagram engagement data only; private metrics such as impressions, saves, shares, profile visits, and link clicks are not included."
