id,content_type,instagram_type,product_type,url,shortcode,timestamp,date,day_of_week,hour_utc,caption,caption_length,hashtag_count,hashtags,mention_count,mentions,likes,comments,views,owner_username,pillar,engagement_score
3586639943729031828,post,Sidecar,,https://www.instagram.com/p/DHGTganMiqU/,DHGTganMiqU,2025-03-12T12:00:11.000Z,2025-03-12,Wednesday,12,A perfect balance of crispy and tender—our Duck Fillet with Roasted Potatoes is a delicacy won’t forget. 🍽🍷 Let your taste buds indulge in pure perfection. Call 0599400737 to order. #treehouserestaurant #goodfood,214,2,treehouserestaurant goodfood,0,,-1,0,0,treehousegh,food,-1
3585281289223816543,post,Video,clips,https://www.instagram.com/p/DHBelZACkVf/,DHBelZACkVf,2025-03-10T12:00:13.000Z,2025-03-10,Monday,12,"Good food, great vibes and soulful beats - that's what “Soul Friday” is about! Come to #treehouserestaurant on Fridays from 6pm to feast on the best food and music for the soul #treehouserestaurant #soulfriday #weekendvibes",223,3,treehouserestaurant soulfriday weekendvibes,0,,240,0,15001,treehousegh,food,390.01
3675843530865139409,post,Video,clips,https://www.instagram.com/p/DMDODdDIl7R/,DMDODdDIl7R,2025-07-13T13:59:22.000Z,2025-07-13,Sunday,13,The brew that started it all. ☕✨ This is Cafecito. Ready for the next brew? #Cafecito #MorningBrew #CoffeeVibes #MorningParty #AccraEvents #GoodVibesOnly #fyp,158,7,cafecito morningbrew coffeevibes morningparty accraevents goodvibesonly fyp,0,,114,13,6296,cafecito_social_club,ambience/decor/vibe,241.96
3582375527338063495,post,Video,clips,https://www.instagram.com/p/DG3J4_XCbaH/,DG3J4_XCbaH,2025-03-06T14:51:11.000Z,2025-03-06,Thursday,14,"Let the music take over and the good times roll 🎶. Join us for more jazz jams, every Thursday at 7pm! #treehouserestaurant #livemusic #musiclovers",147,3,treehouserestaurant livemusic musiclovers,0,,11,0,992,treehousegh,date night/romance,20.92
3648970514036808443,post,Video,clips,https://www.instagram.com/p/DKjv1l1Cdr7/,DKjv1l1Cdr7,2025-06-06T12:00:44.000Z,2025-06-06,Friday,12,"Squad goals, good food and great memories. Tag your friends and plan your next night out. #treehouserestaurant #reels #explore #nightout #dinner #foodlover",155,6,treehouserestaurant reels explore nightout dinner foodlover,0,,11,0,1308,treehousegh,food,24.08
3562028086243931105,post,Sidecar,,https://www.instagram.com/p/DFu3awIiLPh/,DFu3awIiLPh,2025-02-06T13:00:59.000Z,2025-02-06,Thursday,13,The After Work Mixer is back this Friday 7th February from 8pm at #treehouserestaurant! Come network and make new meaningful connections in an evening full of games and laughter. @themixerpeople #treehousevibes #mixer #networking #networktogrow,244,6,treehouserestaurant! treehousevibes mixer networking networktogrow treehouserestaurant,1,themixerpeople,36,0,0,treehousegh,ambience/decor/vibe,36
3682400832991157814,post,Sidecar,,https://www.instagram.com/p/DMahAwjCl42/,DMahAwjCl42,2025-07-22T17:10:23.000Z,2025-07-22,Tuesday,17,#treehouserestaurant #dinner #goodfood #foodie,46,4,treehouserestaurant dinner goodfood foodie,0,,31,0,0,treehousegh,food,31
3570785456939881586,post,Sidecar,,https://www.instagram.com/p/DGN-nRKCFRy/,DGN-nRKCFRy,2025-02-17T18:00:00.000Z,2025-02-17,Monday,18,"@themixerpeople are back this Friday with another edition of the After Work Mixer! Step into a space filled with inspiring conversations, meaningful connections, and unforgettable energy. Date: Friday 21st February Time: 8pm Location: Treehouse Restaurant See you! #GreatVibesOnly #ConnectAndElevate #NetworkWithPurpose #AccraMoves #TreehouseRestaurant #AfterWorkMixer",368,6,greatvibesonly connectandelevate networkwithpurpose accramoves treehouserestaurant afterworkmixer,1,themixerpeople,30,0,0,treehousegh,food,30
3527971941867073618,post,Sidecar,,https://www.instagram.com/p/DD138oEiDBS/,DD138oEiDBS,2024-12-21T13:17:30.000Z,2024-12-21,Saturday,13,@superjazzclub is LIVE TONIGHT at #Treehouse! Tickets at the link in bio! 🔥🔥🔥🔥 #explore#reels#december,106,5,treehouse! explore reels december treehouse,1,superjazzclub,49,0,0,treehousegh,dinner/nightlife,49
3541704123731178695,post,Sidecar,,https://www.instagram.com/p/DEmqSLCiHTH/,DEmqSLCiHTH,2025-01-09T12:00:42.000Z,2025-01-09,Thursday,12,Jazz Night is almost here! Join this evening at 7pm for captivating jazz tunes from @bluejackets_cover and delicious bites under the night skies! #jazzmusic #thursdayjazznight #treehouserestaurant #delicious #meals #restaurant,226,6,jazzmusic thursdayjazznight treehouserestaurant delicious meals restaurant,1,bluejackets_cover,62,0,0,treehousegh,food,62
3544652891300644476,post,Video,clips,https://www.instagram.com/p/DExIwY2CUZ8/,DExIwY2CUZ8,2025-01-13T13:41:26.000Z,2025-01-13,Monday,13,Come through and enjoy live music with us this and every Tuesday at #Treehouse Restaurant! #livemusic #liveband #musiclover #reels #explore #dinnertime,151,7,treehouse livemusic liveband musiclover reels explore dinnertime,0,,45,0,2058,treehousegh,date night/romance,65.58
3532358606532095000,post,Video,clips,https://www.instagram.com/p/DEFdW_5o6wY/,DEFdW_5o6wY,2024-12-27T14:35:31.000Z,2024-12-27,Friday,14,Afropark Recap @treehousegh,27,0,,1,treehousegh,160,16,4997,itz._newdawn,general brand/content,289.97
3533837032816223262,post,Video,clips,https://www.instagram.com/p/DEKtg7rIaQe/,DEKtg7rIaQe,2024-12-29T15:46:59.000Z,2024-12-29,Sunday,15,@femmefataleselection are ready and energized for @djasporaglobal_ 🚀🌍🎶🎶 Accra and the Diaspora!!! Where y’all at?? We making history on Jan 1 at @treehousegh ⚡️ 12 hours of back to back music from your fav DJ’s across the globe! There’s no better way to start your year than with us💯 Get tickets via djasporaglobal.com (link in bio) Lead sponsors @airfordable @kglfoundation Powered by: @sorted.chale @alleybargh @treehousegh @diaspora_cdmx @afropolitannation @pulseghana @barndoorbeergarden @afropass.io,509,0,,12,femmefataleselection djasporaglobal_ treehousegh airfordable kglfoundation sorted.chale alleybargh diaspora_cdmx afropolitannation pulseghana barndoorbeergarden afropass.io,37,1,4882,djasporaglobal_,cocktails/drinks,90.82
3571547523590531641,post,Video,clips,https://www.instagram.com/p/DGQr4zCCio5/,DGQr4zCCio5,2025-02-19T16:19:31.000Z,2025-02-19,Wednesday,16,Join us for smooth jazz tunes this and every Thursday at 7pm! #jazznight #groove #treehouserestaurant,101,3,jazznight groove treehouserestaurant,0,,18,0,1881,treehousegh,dinner/nightlife,36.81
3542462977841381837,post,Video,clips,https://www.instagram.com/p/DEpW09ANUHN/,DEpW09ANUHN,2025-01-10T13:14:46.000Z,2025-01-10,Friday,13,"RESET MODE ACTIVATED! We’re LIVE at @treehousegh with the incredible sustainable upcycle brand @alpha.costume! Join us for an unforgettable experience of creativity, innovation, and eco-friendly fashion! Head to the STYLE ZONE section, where @alpha.costume will be sharing their expertise on upcycling and sustainable fashion! Let’s RESET, REIMAGINE, and RECREATE together! #TheReset #Sustainability #UpcycleFashion #TreehouseGh #AlphaCostume #Stylezone #Wearealtworld #Kantamantoupcyclers",489,8,thereset sustainability upcyclefashion treehousegh alphacostume stylezone wearealtworld kantamantoupcyclers,3,treehousegh alpha.costume! alpha.costume,-1,10,6510,wearealtworld,food,114.1
3590993681786102139,post,Video,clips,https://www.instagram.com/p/DHVxbpJiGF7/,DHVxbpJiGF7,2025-03-18T12:10:47.000Z,2025-03-18,Tuesday,12,"Live music every Tuesday with @bluejackets_cover, come hang out, enjoy the tunes, and the amazing food. #livemusic #liveband #treehouserestaurant",145,3,livemusic liveband treehouserestaurant,2,"bluejackets_cover, bluejackets_cover",14,0,929,treehousegh,food,23.29
3519432105568949925,post,Sidecar,,https://www.instagram.com/p/DDXiNpvital/,DDXiNpvital,2024-12-09T18:30:12.000Z,2024-12-09,Monday,18,Let's make merry and network this December at the 13th edition of The Afterwork Mixer with @themixerpeople . You don't want to miss out on this one!! #afterworkmixer ##afterworkcatchup ##afterworkvibes #treehouserestaurant #afterworkparty,238,5,afterworkmixer afterworkcatchup afterworkvibes treehouserestaurant afterworkparty,1,themixerpeople,53,0,0,treehousegh,ambience/decor/vibe,53
3514272459174484617,post,Video,clips,https://www.instagram.com/p/DDFNC6lCJqJ/,DDFNC6lCJqJ,2024-12-02T15:39:49.000Z,2024-12-02,Monday,15,Come through and enjoy live music with us this and every Tuesday at #Treehouse Restaurant! #livemusic #liveband #musiclover #reels #explore #dinnertime,151,7,treehouse livemusic liveband musiclover reels explore dinnertime,0,,106,1,3873,treehousegh,date night/romance,149.73
3593162837226780739,post,Video,clips,https://www.instagram.com/p/DHdepAlCXhD/,DHdepAlCXhD,2025-03-21T12:00:13.000Z,2025-03-21,Friday,12,"Every Friday, we've got the best music with @templegramme that takes you back, and unforgettable experience, and the tastiest dishes. See you at Soul Fridays! #treehouserestaurant #SoulFridays #food",198,3,treehouserestaurant soulfridays food,1,templegramme,27,0,2094,treehousegh,food,47.94
3526693656463559453,post,Video,clips,https://www.instagram.com/p/DDxVTIBIksd/,DDxVTIBIksd,2024-12-19T19:09:36.000Z,2024-12-19,Thursday,19,Party Ravers!! @djasporaglobal_ has got all the music genres covered💥🎶 EDM• HOUSE• HIPHOP• RNB• DANCEHALL• CARIBBEAN• AFROHOUSE and many more are set to be loud on Jan 1. This isn’t your regular party! It’s a global festival celebrating global music🎶🌍 What genre would you love to hear at @djasporaglobal_ Let’s know in the comments👇🏾,340,0,,1,djasporaglobal_,-1,0,2570,djasporaglobal_,date night/romance,24.7
3572929761028796150,post,Sidecar,,https://www.instagram.com/p/DGVmK_9iu72/,DGVmK_9iu72,2025-02-21T12:30:00.000Z,2025-02-21,Friday,12,"Don’t forget, the After Work Mixer is happening tonight from 8pm at Treehouse Restaurant! This is more than networking—it's where ideas spark and relationships grow. Tag someone you'd love to connect with! @themixerpeople #GreatVibesOnly #ConnectAndElevate #NetworkWithPurpose #AccraMoves #TreehouseRestaurant #AfterWorkMixer",325,6,greatvibesonly connectandelevate networkwithpurpose accramoves treehouserestaurant afterworkmixer,1,themixerpeople,46,0,0,treehousegh,food,46
3830979830112642739,post,Sidecar,,https://www.instagram.com/p/DUqX9urjOaz/,DUqX9urjOaz,2026-02-12T15:00:52.000Z,2026-02-12,Thursday,15,,0,0,,0,,11,0,0,treehousegh,general brand/content,11
3712803652156321508,post,Video,clips,https://www.instagram.com/p/DOGh0AXjO7k/,DOGh0AXjO7k,2025-09-02T13:45:44.000Z,2025-09-02,Tuesday,13,Afro-house. Al fresco. Saturdays @ #TREEHOUSE Hosted by @b.frvnkie 7pm! #reels #afrohouse #alfresco #dinner #goodfood #foodinsta #weekendplans #weekendvibes #saturdaynight #accranightlife #funtimes,197,12,treehouse reels afrohouse alfresco dinner goodfood foodinsta weekendplans weekendvibes saturdaynight accranightlife funtimes,1,b.frvnkie,311,1,105501,treehousegh,food,1371.01
3694794432362112791,post,Sidecar,,https://www.instagram.com/p/DNGi_XbCOcX/,DNGi_XbCOcX,2025-08-08T17:24:01.000Z,2025-08-08,Friday,17,"Soul Friday is here again! From Marvin to Mary, we’re spinning all your favorites while serving up the best bites in town. #treehouserestaurant #SoulMusic #rnb #soulfridays #weekendplans",186,5,treehouserestaurant soulmusic rnb soulfridays weekendplans,0,,23,0,0,treehousegh,dinner/nightlife,23
3641051577378879724,post,Video,clips,https://www.instagram.com/p/DKHnR5Wizjs/,DKHnR5Wizjs,2025-05-26T13:47:07.000Z,2025-05-26,Monday,13,"Food isn’t just fuel, it’s an experience. Here’s a taste of what we’re serving up daily. Which one are you trying first? #treehouserestaurant #reels #explore #food #foodinsta",174,5,treehouserestaurant reels explore food foodinsta,0,,19,0,3640,treehousegh,food,55.4
3566437280527392076,post,Video,clips,https://www.instagram.com/p/DF-h8-Ti51M/,DF-h8-Ti51M,2025-02-12T15:04:50.000Z,2025-02-12,Wednesday,15,"Enjoy the rhythm of love with amazing meals, refreshing drinks and music from top DJs on Valentine’s Day this Friday, from 6pm! Call or WhatsApp us to reserve your table for a sweet and cozy night ❤️ #valentinesday #valentinesdinner #treehouserestaurant",253,3,valentinesday valentinesdinner treehouserestaurant,0,,182,1,21475,treehousegh,food,401.75
3542527524245621218,post,Video,clips,https://www.instagram.com/p/DEplgOhtEni/,DEplgOhtEni,2025-01-10T15:22:14.000Z,2025-01-10,Friday,15,"Global music sensation @temsbaby is live at The Creative Reset at @treehousegh, and she’s already scored some amazing goodies from @clapes_! Don’t miss out on the excitement! Join us at The Creative Reset for a day of innovation, creativity, and inspiration! #TheCreativeReset #TEMs #TreehouseGh #Clapes",303,4,thecreativereset tems treehousegh clapes,5,"temsbaby treehousegh, clapes_! treehousegh clapes_",-1,4,10373,wearealtworld,food,122.73
3807216715042732350,post,Video,clips,https://www.instagram.com/p/DTV825LDTk-/,DTV825LDTk-,2026-01-10T20:10:36.000Z,2026-01-10,Saturday,20,"@treehousegh is the only place to be tonight as @afroson1cx takes over. It’s happening right now, don’t be left out! Come vibe to your favorite tunes from @the.cavemen , @amakyedede_ and many more. AFROSON1C X 2026 #mx24gh #mxbreaks #afroson1cx #Accra2026 #AFX2026",264,5,mx24gh mxbreaks afroson1cx accra2026 afx2026,4,treehousegh afroson1cx the.cavemen amakyedede_,19,0,1040,mx24gh,ambience/decor/vibe,29.4
